,id,epoch,split,loss
0,BraTS20_Training_215,0,train,0.932392418384552
1,BraTS20_Training_332,0,train,0.9600755572319031
2,BraTS20_Training_248,0,train,0.9243263602256775
3,BraTS20_Training_354,0,train,0.8843410611152649
4,BraTS20_Training_093,0,train,0.9265225529670715
5,BraTS20_Training_277,0,train,0.9847624897956848
6,BraTS20_Training_069,0,train,0.8964101672172546
7,BraTS20_Training_275,0,train,0.9752373099327087
8,BraTS20_Training_007,0,train,0.9611250162124634
9,BraTS20_Training_208,0,train,0.8789863586425781
10,BraTS20_Training_114,0,train,0.9125443696975708
11,BraTS20_Training_049,0,train,0.924305260181427
12,BraTS20_Training_134,0,train,0.9467983245849609
13,BraTS20_Training_249,0,train,0.9433752298355103
14,BraTS20_Training_331,0,train,0.956790566444397
15,BraTS20_Training_337,0,train,0.9302330017089844
16,BraTS20_Training_280,0,train,0.9631041884422302
17,BraTS20_Training_286,0,train,0.9893226027488708
18,BraTS20_Training_119,0,train,0.9693093299865723
19,BraTS20_Training_019,0,train,0.9567697644233704
20,BraTS20_Training_044,0,train,0.9775716662406921
21,BraTS20_Training_129,0,train,0.9317685961723328
22,BraTS20_Training_253,0,train,0.9435849189758301
23,BraTS20_Training_216,0,train,0.9293280839920044
24,BraTS20_Training_339,0,train,0.8613001704216003
25,BraTS20_Training_258,0,train,0.8840565085411072
26,BraTS20_Training_033,0,train,0.8542782068252563
27,BraTS20_Training_164,0,train,0.8537065386772156
28,BraTS20_Training_089,0,train,0.8683048486709595
29,BraTS20_Training_183,0,train,0.781821608543396
30,BraTS20_Training_207,0,train,0.919286847114563
31,BraTS20_Training_179,0,train,0.8591837286949158
32,BraTS20_Training_257,0,train,0.877880871295929
33,BraTS20_Training_176,0,train,0.8756772875785828
34,BraTS20_Training_124,0,train,0.7268971800804138
35,BraTS20_Training_092,0,train,0.8742937445640564
36,BraTS20_Training_348,0,train,0.8438984155654907
37,BraTS20_Training_008,0,train,0.9083375930786133
38,BraTS20_Training_260,0,train,0.8791963458061218
39,BraTS20_Training_038,0,train,0.7945987582206726
40,BraTS20_Training_329,0,train,0.8954338431358337
41,BraTS20_Training_189,0,train,0.7467032670974731
42,BraTS20_Training_361,0,train,0.8222114443778992
43,BraTS20_Training_022,0,train,0.7625817656517029
44,BraTS20_Training_080,0,train,0.811143696308136
45,BraTS20_Training_360,0,train,0.7748981714248657
46,BraTS20_Training_204,0,train,0.9228002429008484
47,BraTS20_Training_269,0,train,0.9730992317199707
48,BraTS20_Training_178,0,train,0.7066758275032043
49,BraTS20_Training_321,0,train,0.8196913599967957
50,BraTS20_Training_278,0,train,0.805607795715332
51,BraTS20_Training_139,0,train,0.971912682056427
52,BraTS20_Training_303,0,train,0.9343002438545227
53,BraTS20_Training_011,0,train,0.7315289974212646
54,BraTS20_Training_100,0,train,0.712089478969574
55,BraTS20_Training_308,0,train,0.8465132117271423
56,BraTS20_Training_030,0,train,0.7160658240318298
57,BraTS20_Training_021,0,train,0.8713225722312927
58,BraTS20_Training_101,0,train,0.6859995722770691
59,BraTS20_Training_224,0,train,0.6323725581169128
60,BraTS20_Training_090,0,train,0.7592924237251282
61,BraTS20_Training_039,0,train,0.6892041563987732
62,BraTS20_Training_336,0,train,0.8909801840782166
63,BraTS20_Training_355,0,train,0.9376075863838196
64,BraTS20_Training_272,0,train,0.931663990020752
65,BraTS20_Training_144,0,train,0.7287110686302185
66,BraTS20_Training_353,0,train,0.9446102380752563
67,BraTS20_Training_213,0,train,0.8271291851997375
68,BraTS20_Training_349,0,train,0.7353137731552124
69,BraTS20_Training_222,0,train,0.7723446488380432
70,BraTS20_Training_299,0,train,0.8009040951728821
71,BraTS20_Training_037,0,train,0.6239849328994751
72,BraTS20_Training_035,0,train,0.6787681579589844
73,BraTS20_Training_218,0,train,0.5768021941184998
74,BraTS20_Training_268,0,train,0.8485593795776367
75,BraTS20_Training_211,0,train,0.8595719337463379
76,BraTS20_Training_165,0,train,0.5945488214492798
77,BraTS20_Training_107,0,train,0.7507801055908203
78,BraTS20_Training_162,0,train,0.6721347570419312
79,BraTS20_Training_225,0,train,0.5215974450111389
80,BraTS20_Training_322,0,train,0.8005774617195129
81,BraTS20_Training_155,0,train,0.6669241786003113
82,BraTS20_Training_108,0,train,0.6739583015441895
83,BraTS20_Training_122,0,train,0.7718273401260376
84,BraTS20_Training_307,0,train,0.8003206253051758
85,BraTS20_Training_128,0,train,0.7609634399414062
86,BraTS20_Training_367,0,train,0.6816104650497437
87,BraTS20_Training_087,0,train,0.9809606671333313
88,BraTS20_Training_036,0,train,0.7854859232902527
89,BraTS20_Training_246,0,train,0.6322030425071716
90,BraTS20_Training_147,0,train,0.7041007876396179
91,BraTS20_Training_098,0,train,0.6043923497200012
92,BraTS20_Training_171,0,train,0.7438532114028931
93,BraTS20_Training_243,0,train,0.646878182888031
94,BraTS20_Training_217,0,train,0.6819095015525818
95,BraTS20_Training_028,0,train,0.6896269917488098
96,BraTS20_Training_085,0,train,0.7624834179878235
97,BraTS20_Training_172,0,train,0.8931843042373657
98,BraTS20_Training_291,0,train,0.6614423990249634
99,BraTS20_Training_315,0,train,0.8227562308311462
100,BraTS20_Training_182,0,train,0.7774870991706848
101,BraTS20_Training_295,0,train,0.793682873249054
102,BraTS20_Training_359,0,train,0.6451005339622498
103,BraTS20_Training_084,0,train,0.6329904198646545
104,BraTS20_Training_266,0,train,0.762230396270752
105,BraTS20_Training_167,0,train,0.6177774667739868
106,BraTS20_Training_363,0,train,0.5576743483543396
107,BraTS20_Training_252,0,train,0.6015859842300415
108,BraTS20_Training_227,0,train,0.7001768946647644
109,BraTS20_Training_053,0,train,0.6072605848312378
110,BraTS20_Training_340,0,train,0.7269031405448914
111,BraTS20_Training_333,0,train,0.7564502954483032
112,BraTS20_Training_313,0,train,0.6880631446838379
113,BraTS20_Training_255,0,train,0.5288937091827393
114,BraTS20_Training_200,0,train,0.6906432509422302
